               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.017592,           0.0076629,             0.01075,             0.90409,             0.86626,             0.94583,             0.75771,            0.014657,            0.002544,           0.0076088,            0.002278,            0.002278,            0.002278
                 158,            0.017613,           0.0075891,            0.010447,             0.91175,               0.879,             0.94227,              0.7578,            0.014346,            0.002532,            0.007265,           0.0022285,           0.0022285,           0.0022285
                 159,            0.017736,           0.0075299,            0.010505,             0.91628,              0.8617,             0.93058,             0.74567,            0.014179,           0.0024554,            0.008898,            0.002179,            0.002179,            0.002179
                 160,             0.01775,           0.0076226,            0.010104,             0.90332,             0.85933,             0.92871,             0.74648,            0.014263,           0.0024506,           0.0080715,           0.0021295,           0.0021295,           0.0021295
                 161,            0.017241,           0.0078223,            0.010322,             0.90397,             0.87458,             0.93937,             0.75356,            0.014458,           0.0024755,           0.0074328,             0.00208,             0.00208,             0.00208
                 162,             0.01732,           0.0073449,            0.010607,             0.88299,             0.87196,              0.9334,             0.74846,            0.014648,           0.0024938,           0.0082819,           0.0020305,           0.0020305,           0.0020305
                 163,            0.016941,           0.0073125,           0.0093531,             0.90891,             0.86082,             0.93009,             0.75217,            0.013998,           0.0024452,           0.0091177,            0.001981,            0.001981,            0.001981
                 164,            0.017302,           0.0078122,            0.010279,             0.91187,             0.86428,             0.93353,             0.75148,            0.014787,           0.0025223,           0.0086658,           0.0019315,           0.0019315,           0.0019315
                 165,            0.016935,           0.0075976,            0.010354,             0.89215,             0.85529,             0.93566,             0.74391,            0.014704,           0.0024408,           0.0083647,            0.001882,            0.001882,            0.001882
                 166,            0.016738,           0.0076562,            0.010004,             0.90647,              0.8486,             0.93663,              0.7545,            0.014461,           0.0023798,           0.0091262,           0.0018325,           0.0018325,           0.0018325
                 167,             0.01717,           0.0074962,            0.010337,              0.9041,             0.85633,             0.93582,             0.74862,            0.014516,           0.0024479,           0.0088623,            0.001783,            0.001783,            0.001783
                 168,            0.016857,           0.0074782,           0.0097757,             0.90216,             0.85406,             0.93692,             0.75071,            0.014539,           0.0025713,           0.0082394,           0.0017335,           0.0017335,           0.0017335
                 169,            0.016581,           0.0077244,            0.010034,              0.9101,             0.88446,             0.93611,              0.7481,            0.014959,           0.0025603,           0.0076367,            0.001684,            0.001684,            0.001684
                 170,            0.016556,           0.0074125,           0.0096737,             0.92294,             0.87899,             0.93491,             0.75426,            0.014358,           0.0024719,           0.0081554,           0.0016345,           0.0016345,           0.0016345
                 171,            0.016636,           0.0075346,            0.010512,             0.88981,             0.89043,             0.93782,             0.74177,            0.014464,           0.0025878,           0.0086316,            0.001585,            0.001585,            0.001585
                 172,            0.016459,           0.0074424,           0.0092661,             0.91594,             0.86411,              0.9357,             0.74556,            0.014599,           0.0025839,           0.0085835,           0.0015355,           0.0015355,           0.0015355
                 173,            0.015776,           0.0071456,           0.0099186,             0.90348,              0.8582,              0.9289,             0.74744,             0.01409,           0.0025074,           0.0089803,            0.001486,            0.001486,            0.001486
                 174,            0.016033,           0.0073443,           0.0088127,             0.90842,             0.85848,             0.92919,             0.74953,            0.014134,            0.002487,           0.0088708,           0.0014365,           0.0014365,           0.0014365
                 175,            0.016331,           0.0071575,           0.0096971,             0.90644,             0.87594,             0.93056,             0.74162,            0.014685,           0.0025562,           0.0087947,            0.001387,            0.001387,            0.001387
                 176,            0.016993,            0.007238,           0.0088798,             0.91015,              0.8763,             0.92986,              0.7433,            0.014388,           0.0025622,           0.0085934,           0.0013375,           0.0013375,           0.0013375
                 177,            0.016254,           0.0074303,           0.0087418,             0.90527,             0.86026,             0.92705,             0.75114,            0.014053,           0.0025679,            0.008859,            0.001288,            0.001288,            0.001288
                 178,            0.016316,           0.0072563,            0.008198,             0.89715,             0.85631,             0.92576,             0.74143,            0.014266,           0.0025758,            0.009551,           0.0012385,           0.0012385,           0.0012385
                 179,            0.015736,           0.0072049,           0.0079962,             0.90664,             0.86892,             0.93352,             0.75126,            0.014301,           0.0025856,           0.0089788,            0.001189,            0.001189,            0.001189
